B0:95:75,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/12/05
D8:47:32,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/12/05
60:32:B1,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/05/01
80:EA:07,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/05/01
3C:84:6A,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/05/01
84:D8:1B,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/05/01
C0:C9:E3,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/08/13
F8:8C:21,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/08/13
E4:C3:2A,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/08/13
90:9A:4A,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/08/13
34:F7:16,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/11/11
F4:2A:7D,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/11/11
58:41:20,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/11/11
3C:06:A7,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2020/11/11
68:77:24,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/07/13
98:97:CC,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/07/13
18:F2:2C,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/07/13
A4:1A:3A,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/07/13
6C:B1:58,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/12/29
F4:84:8D,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/12/29
F4:6D:2F,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/12/29
EC:60:73,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2021/12/29
00:00:0C,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:06:7C,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:06:C1,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:07,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:0B,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:0D,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:11,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:14,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:1F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:29,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:2F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:79,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:7B,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:A6,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:F6,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:10:FF,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:40:96,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:60:09,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:60:2F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:60:3E,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:60:47,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:60:5C,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:60:70,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:60:83,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:90:0C,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:90:2B,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:90:5F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:90:92,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:90:D9,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:90:F2,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:14,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:1E,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:34,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:4F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:8F,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:A3,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:B0,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:F7,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:F9,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:E0:FE,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:01:42,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:01:43,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:01:63,"Cisco Systems, Inc",false,MA-L,2015/11/17
00:01:64,"Cisco Systems, Inc",false,MA-L,2015/11/17
